Value,Time
Value,Time
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
0,Thu Mar 21 11:24:20 2024
